country,,Treaty Name,Treaty Acronym,Ratification Date,Signature Date
Monaco, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1991-12-06 00:00:00,.
Iraq, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2011-07-07 00:00:00,.
Zambia, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1998-10-07 00:00:00,.
Kuwait, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1996-03-08 00:00:00,.
Equatorial Guinea, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2002-10-08 00:00:00,.
Chad, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1995-06-09 00:00:00,.
Mauritius, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1992-12-09 00:00:00,.
Oman, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2020-06-09 00:00:00,.
North Korea, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1995-01-09 00:00:00,.
Croatia, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1992-10-12 00:00:00,.
Serbia 4 , ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2001-03-12 00:00:00,.
Macedonia, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1994-12-12 00:00:00,.
Czech Republic, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1993-02-22 00:00:00,.
Montenegro, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2006-10-23 00:00:00,.
Slovak Republic, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1993-05-28 00:00:00,.
Bosnia, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1993-09-01 00:00:00,.
India,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,.,1997-10-14 00:00:00
Haiti,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,.,2013-08-16 00:00:00
Palau,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,.,2011-09-20 00:00:00
Brunei,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,.,2015-09-22 00:00:00
South Sudan,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,2015-04-30 00:00:00,.
Palestine,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,2014-04-02 00:00:00,.
Nauru,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,2011-06-23 00:00:00,.
Qatar,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,2009-04-29 00:00:00,.
Montenegro,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,2006-10-23 00:00:00,.
Brunei,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,2006-05-24 00:00:00,.
Oman,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,2006-02-07 00:00:00,.
Monaco,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,2005-03-18 00:00:00,.
UAE,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,2004-10-06 00:00:00,.
Micronesia,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,2004-09-01 00:00:00,.
Eswatini,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,2004-03-26 00:00:00,.
Kiribati,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,2004-03-17 00:00:00,.
San Marino,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,2003-12-10 00:00:00,2003-09-26 00:00:00
Sao Tome and Principe,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,2003-06-03 00:00:00,1995-10-31 00:00:00
Timor-Leste,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,2003-04-16 00:00:00,.
Syria,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,2003-03-28 00:00:00,.
Afghanistan,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,2003-03-05 00:00:00,1980-08-14 00:00:00
Bahrain,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,2002-06-18 00:00:00,.
Solomon,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,2002-05-06 00:00:00,.
Mauritania,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,2001-05-10 00:00:00,.
Serbia,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,2001-03-12 00:00:00,.
North Korea,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,2001-02-27 00:00:00,.
Saudi Arabia,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,2000-09-07 00:00:00,2000-09-07 00:00:00
Niger 50 ,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1999-10-08 00:00:00,.
Tuvalu,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1999-10-06 00:00:00,.
Djibouti,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1998-12-02 00:00:00,.
Kazakhstan,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1998-08-26 00:00:00,.
Myanmar,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1997-07-22 00:00:00,.
Turkmenistan,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1997-05-01 00:00:00,.
Mozambique,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1997-04-21 00:00:00,.
Lebanon,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1997-04-16 00:00:00,.
Switzerland,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1997-03-27 00:00:00,1987-01-23 00:00:00
Kyrgyzstan,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1997-02-10 00:00:00,.
Andorra,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1997-01-15 00:00:00,.
Botswana,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1996-08-13 00:00:00,.
Algeria 2 ,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1996-05-22 00:00:00,.
Pakistan,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1996-03-12 00:00:00,.
Liechtenstein ,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1995-12-22 00:00:00,.
Ivory Coast,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1995-12-18 00:00:00,1980-07-17 00:00:00
South Africa,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1995-12-15 00:00:00,1993-01-29 00:00:00
"Singapore 56, 57, 58 ",,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1995-10-05 00:00:00,.
Vanuatu,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1995-09-08 00:00:00,.
Eritrea,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1995-09-05 00:00:00,.
Fiji 22 ,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1995-08-28 00:00:00,.
Lesotho 33 ,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1995-08-22 00:00:00,1980-07-17 00:00:00
Uzbekistan,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1995-07-19 00:00:00,.
Azerbaijan,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1995-07-10 00:00:00,.
Malaysia 37 ,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1995-07-05 00:00:00,.
Chad,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1995-06-09 00:00:00,.
Papua New Guinea,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1995-01-12 00:00:00,.
Comoros,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1994-10-31 00:00:00,.
Georgia,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1994-10-26 00:00:00,.
Kuwait 32 ,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1994-09-02 00:00:00,.
Cameroon,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1994-08-23 00:00:00,1983-06-06 00:00:00
Moldova,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1994-07-01 00:00:00,.
Albania,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1994-05-11 00:00:00,.
Lithuania,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1994-01-18 00:00:00,.
Macedonia,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1994-01-18 00:00:00,.
Tajikistan,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1993-10-26 00:00:00,.
Bahamas,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1993-10-06 00:00:00,.
Armenia,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1993-09-13 00:00:00,.
Bosnia and Herzegovina,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1993-09-01 00:00:00,.
India,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1993-07-09 00:00:00,1980-07-30 00:00:00
Maldives ,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1993-07-01 00:00:00,.
Morocco,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1993-06-21 00:00:00,.
Slovakia,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1993-05-28 00:00:00,.
Gambia,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1993-04-16 00:00:00,1980-07-29 00:00:00
Suriname,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1993-03-01 00:00:00,.
Czech Republic,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1993-02-22 00:00:00,.
Namibia,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1992-11-23 00:00:00,.
Cambodia,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1992-10-15 00:00:00,1980-10-17 00:00:00
Samoa,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1992-09-25 00:00:00,.
Croatia,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1992-09-09 00:00:00,.
Slovenia,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1992-07-06 00:00:00,.
Jordan,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1992-07-01 00:00:00,1980-12-03 00:00:00
Seychelles,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1992-05-05 00:00:00,.
Latvia,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1992-04-14 00:00:00,.
Benin,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1992-03-12 00:00:00,1981-11-11 00:00:00
Burundi,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1992-01-08 00:00:00,1980-07-17 00:00:00
Estonia,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1991-10-21 00:00:00,.
Israel,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1991-10-03 00:00:00,1980-07-17 00:00:00
Netherlands,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1991-07-23 00:00:00,1980-07-17 00:00:00
Central African Republic,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1991-06-21 00:00:00,.
Zimbabwe,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1991-05-13 00:00:00,.
Nepal,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1991-04-22 00:00:00,1991-02-05 00:00:00
Malta,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1991-03-08 00:00:00,.
Grenada,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1990-08-30 00:00:00,1980-07-17 00:00:00
Bolivia,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1990-06-08 00:00:00,1980-05-30 00:00:00
Belize,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1990-05-16 00:00:00,1990-03-07 00:00:00
Trinidad and Tobago,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1990-01-12 00:00:00,1985-06-27 00:00:00
Chile,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1989-12-07 00:00:00,1980-07-17 00:00:00
Antigua and Barbuda,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1989-08-01 00:00:00,.
Libya 34 ,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1989-05-16 00:00:00,.
Madagascar,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1989-03-17 00:00:00,1980-07-17 00:00:00
Luxembourg,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1989-02-02 00:00:00,1980-07-17 00:00:00
Sierra Leone,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1988-11-11 00:00:00,1988-09-21 00:00:00
Burkina Faso,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1987-10-14 00:00:00,.
Paraguay,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1987-04-06 00:00:00,.
Malawi 36 ,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1987-03-12 00:00:00,.
Democratic Republic of Congo,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1986-10-17 00:00:00,1980-07-17 00:00:00
Angola,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1986-09-17 00:00:00,.
Finland,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1986-09-04 00:00:00,1980-07-17 00:00:00
Iraq,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1986-08-13 00:00:00,.
"United Kingdom of Great Britain and Northern Ireland 14, 64, 65, 66, 67, 68, 69, 70 ",,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1986-04-07 00:00:00,1981-07-22 00:00:00
Costa Rica,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1986-04-04 00:00:00,1980-07-17 00:00:00
Ghana,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1986-01-02 00:00:00,1980-07-17 00:00:00
Ireland 29 ,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1985-12-23 00:00:00,.
Türkiye,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1985-12-20 00:00:00,.
Tunisia,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1985-09-20 00:00:00,1980-07-24 00:00:00
Mali,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1985-09-10 00:00:00,1985-02-05 00:00:00
Guinea-Bissau,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1985-08-23 00:00:00,1980-07-17 00:00:00
Tanzania,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1985-08-20 00:00:00,1980-07-17 00:00:00
Thailand,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1985-08-09 00:00:00,.
Cyprus 16 ,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1985-07-23 00:00:00,.
Uganda,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1985-07-22 00:00:00,1980-07-30 00:00:00
Argentina,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1985-07-15 00:00:00,1980-07-17 00:00:00
Belgium,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1985-07-10 00:00:00,1980-07-17 00:00:00
Germany,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1985-07-10 00:00:00,1980-07-17 00:00:00
Japan,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1985-06-25 00:00:00,1980-07-17 00:00:00
Zambia,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1985-06-21 00:00:00,1980-07-17 00:00:00
Iceland,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1985-06-18 00:00:00,1980-07-24 00:00:00
Nigeria,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1985-06-13 00:00:00,1984-04-23 00:00:00
Italy,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1985-06-10 00:00:00,1980-07-17 00:00:00
Saint Kitts and Nevis,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1985-04-25 00:00:00,.
Senegal,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1985-02-05 00:00:00,1980-07-29 00:00:00
New Zealand,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1985-01-10 00:00:00,1980-07-17 00:00:00
South Korea,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1984-12-27 00:00:00,1983-05-25 00:00:00
Bangladesh 5 ,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1984-11-06 00:00:00,.
Equatorial Guina,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1984-10-23 00:00:00,.
Jamaica 31 ,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1984-10-19 00:00:00,1980-07-17 00:00:00
Indonesia,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1984-09-13 00:00:00,1980-07-29 00:00:00
Liberia,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1984-07-17 00:00:00,.
Mauritius,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1984-07-09 00:00:00,.
Yemen 71 ,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1984-05-30 00:00:00,.
Kenya,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1984-03-09 00:00:00,.
Brazil,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1984-02-01 00:00:00,1981-03-31 00:00:00
Spain,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1984-01-05 00:00:00,1980-07-17 00:00:00
France 23 ,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1983-12-14 00:00:00,1980-07-17 00:00:00
Togo,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1983-09-26 00:00:00,.
Australia 3 ,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1983-07-28 00:00:00,1980-07-17 00:00:00
Greece,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1983-06-07 00:00:00,1982-03-02 00:00:00
Venezuela,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1983-05-02 00:00:00,1980-07-17 00:00:00
Denmark 20 ,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1983-04-21 00:00:00,1980-07-17 00:00:00
Honduras,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1983-03-03 00:00:00,1980-06-11 00:00:00
Gabon,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1983-01-21 00:00:00,1980-07-17 00:00:00
Saint Lucia,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1982-10-08 00:00:00,.
Peru,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1982-09-13 00:00:00,1981-07-23 00:00:00
Dominican Republic,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1982-09-02 00:00:00,1980-07-17 00:00:00
Guatemala,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1982-08-12 00:00:00,1981-06-08 00:00:00
Guinea 27 ,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1982-08-09 00:00:00,1980-07-17 00:00:00
Congo,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1982-07-26 00:00:00,1980-07-29 00:00:00
Austria 4 ,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1982-03-31 00:00:00,1980-07-17 00:00:00
Vietnam,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1982-02-17 00:00:00,1980-07-29 00:00:00
Bulgaria 9 ,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1982-02-08 00:00:00,1980-07-17 00:00:00
Colombia,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1982-01-19 00:00:00,1980-07-17 00:00:00
Romania 54 ,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1982-01-07 00:00:00,1980-09-04 00:00:00
Canada,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1981-12-10 00:00:00,1980-07-17 00:00:00
Ecuador,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1981-11-09 00:00:00,1980-07-17 00:00:00
Panama,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1981-10-29 00:00:00,1980-06-26 00:00:00
Nicaragua,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1981-10-27 00:00:00,1980-07-17 00:00:00
